timestamp,crime_type,lat,lng,severity
2025-12-27 08:05:48,Burglary,14.682921702126889,77.60066054335284,0.2654764564962009
2026-03-22 21:23:48,Vandalism,14.652953567766653,77.60135071903217,0.6604301935353726
2025-09-24 09:22:48,Vandalism,14.670331067691375,77.58769899281067,0.2285961721636184
2025-06-14 20:11:48,Assault,14.666466875590876,77.59948835729182,0.39827560677588003
2026-02-28 16:35:48,Vandalism,14.67952149781772,77.60224285397675,0.4962607221458528
2025-04-30 17:31:48,Theft,14.670406067644446,77.59282447671535,0.29083878500352733
2025-09-29 03:01:48,Burglary,14.67642066617159,77.6028620172475,0.8081136502883709
2026-03-26 19:23:48,Burglary,14.663033597214854,77.5971338813161,0.6617549494584395
2026-01-12 11:12:48,Assault,14.671429192956943,77.60325520618133,0.17690787182989903
2025-11-07 04:28:48,Snatching,14.670205259286655,77.59210023741775,0.9717542012409989
2025-05-23 02:27:48,Vandalism,14.671953285344804,77.5919849946834,0.6216256443308131
2025-12-31 07:59:48,Snatching,14.655676174181432,77.59851222052268,0.7299195410485039
2025-10-16 10:18:48,Theft,14.659890081689893,77.59776476960123,0.17664725157017525
2025-11-29 11:32:48,Snatching,14.657154422682101,77.60265832616452,0.9134937285363863
2025-07-16 12:58:48,Snatching,14.672148757908573,77.5930539476567,0.2700943442713198
2025-11-10 12:19:48,Assault,14.66362172112505,77.59282703915672,0.8046969352561307
2026-01-10 05:52:48,Assault,14.669080172401836,77.60419448737613,0.20044561729490126
2026-03-11 00:43:48,Assault,14.67031936645209,77.6018376312384,0.22932045576419546
2025-09-04 05:52:48,Vandalism,14.675513477365769,77.59319868873267,0.9846669349846898
2026-01-17 05:53:48,Vandalism,14.66908375192039,77.60174598332745,0.8143210484757838
2025-06-09 15:23:48,Assault,14.67272570615057,77.5912769074713,0.16283616892539388
2026-02-07 14:39:48,Theft,14.662219645693813,77.6001738116666,0.6011068983242749
2025-12-01 03:57:48,Snatching,14.660851133020016,77.59419431089292,0.4503786976020805
2025-08-05 05:34:48,Snatching,14.681020813839323,77.59755695831616,0.25182833703317264
2025-06-17 07:17:48,Snatching,14.668502623460432,77.61002170886198,0.6246595750397183
2025-10-30 03:38:48,Theft,14.676050343172824,77.59008830280048,0.6730434836236084
2025-07-22 11:38:48,Vandalism,14.660344829277289,77.59025606414112,0.7742876077208769
2025-11-28 20:09:48,Snatching,14.664440534909378,77.59456825880645,0.23335577521074544
2026-02-08 05:09:48,Assault,14.67318159047608,77.59269337529048,0.7190453691117289
2025-04-07 02:56:48,Vandalism,14.674730580083805,77.58528460129455,0.3251896777693766
2025-06-12 08:38:48,Assault,14.667867666857578,77.60389363157803,0.345999125043425
2025-11-27 04:09:48,Vandalism,14.660576363982548,77.59864921596368,0.3167978188611801
2025-06-12 12:03:48,Theft,14.652888304103726,77.59995430264793,0.46978845370931666
2025-10-15 13:08:48,Burglary,14.669265003906613,77.59016339593566,0.22751076026743033
2026-03-17 16:34:48,Assault,14.66913018933502,77.58911818337252,0.8557042464104048
2025-09-18 14:03:48,Burglary,14.684484636458178,77.59516928474265,0.447331264941788
2025-05-08 14:14:48,Burglary,14.663767505844646,77.58972317721725,0.24921863093231156
2026-01-15 04:48:48,Theft,14.664767041137198,77.59369350702443,0.28134391336033643
2026-01-02 14:28:48,Theft,14.686476265173713,77.58820921223175,0.20231248944570007
2026-01-11 11:05:48,Burglary,14.654055486714816,77.59739708572154,0.3877050060844506
2025-08-10 03:50:48,Snatching,14.655113615413434,77.60042160367163,0.841165752336962
2026-02-25 18:08:48,Burglary,14.667025641137636,77.59548965540367,0.5854469621448163
2025-08-11 08:15:48,Vandalism,14.669402595533986,77.60529409564963,0.27018768426566736
2026-01-20 03:51:48,Theft,14.659876546285455,77.60259286542073,0.9374702498592199
2025-08-29 01:04:48,Assault,14.673767500022766,77.5874747860213,0.6239875876862074
2025-06-18 04:38:48,Theft,14.690076485635325,77.59095299613283,0.9973414886583616
2025-05-29 21:47:48,Assault,14.674385376266521,77.59418286535332,0.7768700365455008
2026-02-03 19:13:48,Theft,14.684834536436139,77.59671220434333,0.11417707012762707
2025-08-31 18:28:48,Burglary,14.661775034619751,77.60473085162938,0.5387647293569132
2026-01-18 22:32:48,Assault,14.672398364355702,77.58694077040573,0.886356599582334
2025-08-14 17:05:48,Assault,14.679123788374191,77.60388643172001,0.27574376845833803
2025-12-16 15:48:48,Assault,14.661744733169888,77.5943793608139,0.20737129128900111
2025-11-12 11:18:48,Theft,14.67224794861716,77.59409569435222,0.2896727520374844
2025-05-03 06:51:48,Snatching,14.662038149057086,77.59547013952789,0.6773249790592797
2025-04-27 23:38:48,Snatching,14.67787427691921,77.5864730959767,0.9088669647308272
2026-02-05 00:53:48,Assault,14.66770055022545,77.59231803429107,0.7031780476518494
2026-02-26 05:39:48,Burglary,14.672345406990285,77.59731648697863,0.44567977546496074
2025-05-13 05:26:48,Snatching,14.663239045358052,77.59432442375171,0.8004848656578837
