timestamp,crime_type,lat,lng,severity
2026-03-28 03:13:48,Burglary,14.687630114293627,77.60468002551474,0.391969107930927
2026-03-28 05:22:48,Burglary,14.683503161744511,77.59884293456535,0.9802293892187388
2026-03-27 03:42:48,Snatching,14.67260389176249,77.58514203795714,0.4713973445428976
2026-03-28 17:04:48,Snatching,14.67821088662377,77.58166100915666,0.9561281475349968
2026-03-28 05:58:48,Vandalism,14.680964700596936,77.59477053056229,0.5806484353241881
2026-03-27 05:06:48,Theft,14.654957163311597,77.60491539237783,0.5743416137739146
2026-03-28 08:22:48,Vandalism,14.662813857232216,77.58884831242455,0.5872383111774983
2026-03-28 07:13:48,Theft,14.66983522789436,77.58665164737292,0.5233257228070185
2026-03-27 22:10:48,Burglary,14.669940699354912,77.58916094059957,0.3329177965307605
2026-03-28 18:01:48,Burglary,14.66210583979628,77.59590026819926,0.2863656832709949
2026-03-27 18:09:48,Theft,14.682941850621019,77.5975459699159,0.3205530320599141
2026-03-28 06:13:48,Theft,14.68444095749684,77.58516039501018,0.23426885756096127
2026-03-27 06:03:48,Snatching,14.673530922544428,77.57725977225249,0.349779415059833
2026-03-27 06:21:48,Theft,14.669015597170807,77.60256834943104,0.5810487057391923
2026-03-28 03:37:48,Assault,14.674991642725018,77.57720661509892,0.562086399860003
2026-03-27 04:09:48,Assault,14.654647781982783,77.60339392608807,0.16098203428952607
2026-03-28 07:05:48,Snatching,14.667808395299854,77.58190171224132,0.10404813363809373
2026-03-27 16:23:48,Assault,14.671833606028349,77.59170240606106,0.7055354135642762
2026-03-28 20:31:48,Assault,14.673650135588172,77.58987446761549,0.2411027947221884
2026-03-27 18:11:48,Theft,14.68829944378341,77.60050974664236,0.8804105425378007
2026-03-27 23:59:48,Theft,14.67502631281313,77.59622467432939,0.6917830023191913
2026-03-28 03:34:48,Assault,14.678947371926608,77.5960506388509,0.9391193126147176
2026-03-28 06:56:48,Vandalism,14.66608995381339,77.59213904281923,0.61009319995675
2026-03-27 22:00:48,Snatching,14.688608459760996,77.5952143088881,0.8789565391231186
2026-03-27 07:35:48,Snatching,14.66752265782994,77.59953466333464,0.9490304588183847
